sentence_id,concept_id,lang_code,sentence,pronunciation,level,created_at
45996,381,br,"Asant, met nemet gant un amod hepken",null,B,2026-02-19 20:52:07.359123+00
45997,381,bg,"Приемам, но само при едно условие",priemam no samo pri edno uslovie,B,2026-02-19 20:52:07.359123+00
45998,381,my,လက်ခံပါတယ် ဒါပေမယ့် အခြေအနေတစ်ခုနဲ့ပဲ,let khan pa tal da pe me akyay nay ta khu ne pe,B,2026-02-19 20:52:07.359123+00
45999,381,ca,"Ho accepto, però només amb una condició",null,B,2026-02-19 20:52:07.359123+00
46000,381,ceb,"Mudawat ko, apan sa usa ra ka kondisyon",null,B,2026-02-19 20:52:07.359123+00
46001,381,co,"Accettu, ma solu sottu una cundizione",null,B,2026-02-19 20:52:07.359123+00
46002,381,hr,"Prihvaćam, ali samo pod jednim uvjetom",null,B,2026-02-19 20:52:07.359123+00
46003,381,cs,"Přijímám, ale jen za jedné podmínky",null,B,2026-02-19 20:52:07.359123+00
46004,381,da,"Jeg accepterer, men kun på én betingelse",null,B,2026-02-19 20:52:07.359123+00
46005,381,nl,"Ik accepteer, maar alleen onder één voorwaarde",null,B,2026-02-19 20:52:07.359123+00
46006,381,en,"I accept, but only under one condition",null,B,2026-02-19 20:52:07.359123+00
46007,381,eo,"Mi akceptas, sed nur sub unu kondiĉo",null,B,2026-02-19 20:52:07.359123+00
46008,381,et,"Nõustun, kuid ainult ühel tingimusel",null,B,2026-02-19 20:52:07.359123+00
46009,381,fo,"Eg góðtaki, men bara undir einari treyt",null,B,2026-02-19 20:52:07.359123+00
46010,381,fil,"Tinatanggap ko, pero sa isang kondisyon lamang",null,B,2026-02-19 20:52:07.359123+00
46011,381,fi,"Hyväksyn, mutta vain yhdellä ehdolla",null,B,2026-02-19 20:52:07.359123+00
46012,381,fr,"J’accepte, mais seulement à une condition",null,B,2026-02-19 20:52:07.359123+00
46013,381,fy,"Ik akseptearje, mar allinnich ûnder ien betingst",null,B,2026-02-19 20:52:07.359123+00
46014,381,gl,"Acepto, pero só cunha condición",null,B,2026-02-19 20:52:07.359123+00
46015,381,ka,"ვთანხმდები, მაგრამ მხოლოდ ერთი პირობით",vtankhmdebi magram mkholod erti pirobit,B,2026-02-19 20:52:07.359123+00
46016,381,de,"Ich akzeptiere, aber nur unter einer Bedingung",null,B,2026-02-19 20:52:07.359123+00
46017,381,el,"Δέχομαι, αλλά μόνο υπό έναν όρο",dechomai alla mono hypo enan oro,B,2026-02-19 20:52:07.359123+00
46018,381,gu,"હું સ્વીકારું છું, પરંતુ માત્ર એક શરતે",hu swikaru chhu parantu matra ek sharate,B,2026-02-19 20:52:07.359123+00
46019,381,ht,"Mwen dakò, men sèlman sou yon kondisyon",null,B,2026-02-19 20:52:07.359123+00
46020,381,ha,"Na yarda, amma sai da sharadi ɗaya",na yarda amma sai da sharadi daya,B,2026-02-19 20:52:07.359123+00
46021,381,he,"אני מסכים, אבל רק בתנאי אחד",ani maskim aval rak bitnai echad,B,2026-02-19 20:52:07.359123+00
46022,381,hi,"मैं स्वीकार करता हूँ, लेकिन केवल एक शर्त पर",main sweekar karta hoon lekin keval ek shart par,B,2026-02-19 20:52:07.359123+00
46023,381,hu,"Elfogadom, de csak egy feltétellel",null,B,2026-02-19 20:52:07.359123+00
46024,381,is,"Ég samþykki, en aðeins með einu skilyrði",null,B,2026-02-19 20:52:07.359123+00
46025,381,ig,"Anaghị m ajụ, ma naanị n’okpuru otu ọnọdụ",null,B,2026-02-19 20:52:07.359123+00
46026,381,ilo,"Akseptear, ngem laeng iti maysa a kondisyon",null,B,2026-02-19 20:52:07.359123+00
46027,381,id,"Saya menerima, tetapi hanya dengan satu syarat",null,B,2026-02-19 20:52:07.359123+00
46028,381,ga,"Glacaim leis, ach amháin ar choinníoll amháin",null,B,2026-02-19 20:52:07.359123+00
46029,381,xh,"Ndiyavuma, kodwa phantsi komqathango omnye",null,B,2026-02-19 20:52:07.359123+00
46030,381,it,"Accetto, ma solo a una condizione",null,B,2026-02-19 20:52:07.359123+00
46031,381,ja,受け入れますが、ただ一つの条件でです,ukeiremasu ga tada hitotsu no jōken de desu,B,2026-02-19 20:52:07.359123+00
46032,381,jv,"Aku nampa, nanging mung kanthi siji syarat",null,B,2026-02-19 20:52:07.359123+00
46033,381,kn,"ನಾನು ಒಪ್ಪುತ್ತೇನೆ, ಆದರೆ ಒಂದೇ ಷರತ್ತಿನಡಿಯಲ್ಲಿ",nanu opputtene adare onde sharattinadiyalli,B,2026-02-19 20:52:07.359123+00
46034,381,kk,"Мен қабылдаймын, бірақ бір шартпен",men qabıldaimyn biraq bir shartpen,B,2026-02-19 20:52:07.359123+00
46035,381,km,ខ្ញុំយល់ព្រម ប៉ុន្តែតែក្នុងលក្ខខណ្ឌមួយ,khnhom yul prom pontae tae knong leak khan muoy,B,2026-02-19 20:52:07.359123+00
46036,381,rw,"Ndemera, ariko ku kintu kimwe gusa",null,B,2026-02-19 20:52:07.359123+00
46037,381,rn,"Ndemera, ariko ku kintu kimwe gusa",null,B,2026-02-19 20:52:07.359123+00
46038,381,ko,나는 받아들이지만 단 한 가지 조건이 있어,naneun badadeurijiman dan han gaji jogeoni isseo,B,2026-02-19 20:52:07.359123+00
46039,381,ku,"Ez qebûl dikim, lê tenê bi şertêkê",null,B,2026-02-19 20:52:07.359123+00
46040,381,kmr,"Ez qebûl dikim, lê tenê bi şertêkê",null,B,2026-02-19 20:52:07.359123+00
46041,381,lo,ຂ້ອຍຍອມຮັບ ແຕ່ພາຍໃຕ້ເງື່ອນໄຂດຽວ,khoy yom hap tae phai tai ngeuai khay diao,B,2026-02-19 20:52:07.359123+00
46042,381,la,"Accipio, sed tantum sub una condicione",null,B,2026-02-19 20:52:07.359123+00
46043,381,lv,"Es piekrītu, bet tikai ar vienu nosacījumu",null,B,2026-02-19 20:52:07.359123+00
46044,381,lt,"Sutinku, bet tik su viena sąlyga",null,B,2026-02-19 20:52:07.359123+00
46045,381,lb,"Ech akzeptéieren, mee nëmmen ënner enger Bedingung",null,B,2026-02-19 20:52:07.359123+00
46046,381,mk,"Прифаќам, но само под еден услов",prifakam no samo pod eden uslov,B,2026-02-19 20:52:07.359123+00
46047,381,mg,"Manaiky aho, fa amin’ny fepetra iray ihany",null,B,2026-02-19 20:52:07.359123+00
46048,381,ms,"Saya terima, tetapi hanya dengan satu syarat",null,B,2026-02-19 20:52:07.359123+00
46049,381,ml,"ഞാൻ സമ്മതിക്കുന്നു, പക്ഷേ ഒരു നിബന്ധനയിൽ മാത്രം",njan sammathikkunnu pakshe oru nibandhanayil mathram,B,2026-02-19 20:52:07.359123+00
46050,381,mt,"Naccetta, iżda biss taħt kundizzjoni waħda",null,B,2026-02-19 20:52:07.359123+00
46051,381,mi,"Ka whakaae au, engari i raro i tētahi tikanga kotahi anake",null,B,2026-02-19 20:52:07.359123+00
46052,381,mn,"Би зөвшөөрнө, гэхдээ зөвхөн нэг нөхцөлөөр",bi zovshoorno gehdee zovkhon neg nokhtsloor,B,2026-02-19 20:52:07.359123+00
46053,381,sr-ME,"Prihvatam, ali samo pod jednim uslovom",null,B,2026-02-19 20:52:07.359123+00
46054,381,ne,"म स्वीकार गर्छु, तर केवल एक सर्तमा",ma sweekar garchhu tar keval ek sartma,B,2026-02-19 20:52:07.359123+00
46055,381,nb-NO,"Jeg godtar, men bare på én betingelse",null,B,2026-02-19 20:52:07.359123+00
46056,381,nn-NO,"Eg godtek, men berre på eitt vilkår",null,B,2026-02-19 20:52:07.359123+00
46057,381,oc,"Acèpti, mas sonque jos una condicion",null,B,2026-02-19 20:52:07.359123+00
46058,381,or,"ମୁଁ ସ୍ୱୀକାର କରୁଛି, କିନ୍ତୁ କେବଳ ଗୋଟିଏ ଶର୍ତ୍ତରେ",mu swikar karuchi kintu kebala gotie shortare,B,2026-02-19 20:52:07.359123+00
46059,381,ps,زه منم، خو يوازې په يو شرط,za manam kho yawaze pa yaw shart,B,2026-02-19 20:52:07.359123+00
46060,381,fa,می‌پذیرم، اما فقط با یک شرط,mipaziram amma faqat ba yek shart,B,2026-02-19 20:52:07.359123+00
46061,381,pt-BR,"Eu aceito, mas apenas sob uma condição",null,B,2026-02-19 20:52:07.359123+00
46062,381,pt-PT,"Aceito, mas apenas sob uma condição",null,B,2026-02-19 20:52:07.359123+00
46063,381,pa,"ਮੈਂ ਮੰਨਦਾ ਹਾਂ, ਪਰ ਸਿਰਫ਼ ਇੱਕ ਸ਼ਰਤ ਤੇ",main mannda haan par sirf ek shart te,B,2026-02-19 20:52:07.359123+00
46064,381,ro,"Accept, dar numai cu o condiție",null,B,2026-02-19 20:52:07.359123+00
46065,381,rm,"Jau accept, dentant mo sut ina cundiziun",null,B,2026-02-19 20:52:07.359123+00
46066,381,ru,"Я принимаю, но только при одном условии",ya prinimayu no tolko pri odnom uslovii,B,2026-02-19 20:52:07.359123+00
46067,381,sm,"Ou te talia, ae na o le tuutuuga e tasi",null,B,2026-02-19 20:52:07.359123+00
46068,381,sa,"स्वीकरोमि, किन्तु केवलं एकेन शर्तेन",sweekaromi kintu kevalam ekena shartena,B,2026-02-19 20:52:07.359123+00
46069,381,gd,"Gabhaidh mi ris, ach dìreach fo aon chumha",null,B,2026-02-19 20:52:07.359123+00
46070,381,sr,"Prihvatam, ali samo pod jednim uslovom",null,B,2026-02-19 20:52:07.359123+00
46071,381,st,"Ke amohela, empa feela ka tlas’a boemo bo le bong",null,B,2026-02-19 20:52:07.359123+00
46072,381,tn,"Ke amogela, mme fela ka boemo bo le bong",null,B,2026-02-19 20:52:07.359123+00
46073,381,sn,"Ndinobvuma, asi pasi pechimwe chete chete",null,B,2026-02-19 20:52:07.359123+00
46074,381,scn,"Accettu, ma sulu sutta na cundizioni",null,B,2026-02-19 20:52:07.359123+00
46075,381,sd,مان مڃان ٿو، پر صرف هڪ شرط تي,maan manan tho par sirf hik shart te,B,2026-02-19 20:52:07.359123+00
46076,381,si,"මම පිළිගන්නවා, නමුත් එක් කොන්දේසියක් යටතේ පමණයි",mama piligannawa namuth ek kondesiyak yatathe pamanai,B,2026-02-19 20:52:07.359123+00
46077,381,sk,"Súhlasím, ale len za jednej podmienky",null,B,2026-02-19 20:52:07.359123+00
46078,381,sl,"Sprejmem, vendar le pod enim pogojem",null,B,2026-02-19 20:52:07.359123+00
46079,381,so,"Waan aqbalayaa, laakiin kaliya hal shardi hoostiisa",null,B,2026-02-19 20:52:07.359123+00
46080,381,es,"Acepto, pero solo con una condición",null,B,2026-02-19 20:52:07.359123+00
46081,381,su,"Kuring nampi, tapi ngan ku hiji kaayaan",null,B,2026-02-19 20:52:07.359123+00
46082,381,sw,"Ninakubali, lakini kwa sharti moja tu",null,B,2026-02-19 20:52:07.359123+00
46083,381,sv,"Jag accepterar, men bara på ett villkor",null,B,2026-02-19 20:52:07.359123+00
46084,381,tg,"Ман қабул мекунам, аммо танҳо бо як шарт",man qabul mekunam ammo tanho bo yak shart,B,2026-02-19 20:52:07.359123+00
46085,381,ta,"நான் ஏற்கிறேன், ஆனால் ஒரு நிபந்தனையில் மட்டும்",nan erkirain anal oru nibandhanayil mattum,B,2026-02-19 20:52:07.359123+00
46086,381,te,"నేను అంగీకరిస్తాను, కానీ ఒక షరతుపై మాత్రమే",nenu angeekaristhanu kani oka sharathupai maatrame,B,2026-02-19 20:52:07.359123+00
46087,381,th,ฉันยอมรับ แต่มีเงื่อนไขเพียงข้อเดียว,chan yom rap tae mi ngeuai khay phiang kho diao,B,2026-02-19 20:52:07.359123+00
46088,381,ti,እቀበል እየ፣ ግን ብሓደ ሁኔታ ጥራይ,eqebel eyu gin behade huneta tiray,B,2026-02-19 20:52:07.359123+00
46089,381,tpi,"Mi orait, tasol aninit long wanpela tasol",null,B,2026-02-19 20:52:07.359123+00
46090,381,to,"ʻOku ou tali, kae ʻi he tuʻutuʻuga ʻe taha pē",null,B,2026-02-19 20:52:07.359123+00
46091,381,tr,"Kabul ediyorum, ama sadece bir şartla",null,B,2026-02-19 20:52:07.359123+00
46092,381,uk,"Я погоджуюся, але лише за однієї умови",ya pohodzhuyusya ale lyshe za odniyei umovy,B,2026-02-19 20:52:07.359123+00
46093,381,ur,میں قبول کرتا ہوں، لیکن صرف ایک شرط پر,main qubool karta hoon lekin sirf ek shart par,B,2026-02-19 20:52:07.359123+00
46094,381,uz,"Men qabul qilaman, lekin faqat bitta shart bilan",null,B,2026-02-19 20:52:07.359123+00
46095,381,vec,"Mi aceto, ma solo soto na condision",null,B,2026-02-19 20:52:07.359123+00
46096,381,vi,"Tôi chấp nhận, nhưng chỉ với một điều kiện",null,B,2026-02-19 20:52:07.359123+00
46097,381,cy,"Rwy’n derbyn, ond dim ond dan un amod",null,B,2026-02-19 20:52:07.359123+00
46098,381,wo,"Ma ngi ko nangu, waaye ci benn shart rekk",ma ngi ko nangu waaye ci benn shart rekk,B,2026-02-19 20:52:07.359123+00
46099,381,yo,"Mo gba, ṣùgbọ́n pẹ̀lú ìpinnu kan ṣoṣo",mo gba sugbon pelu ipinnu kan soso,B,2026-02-19 20:52:07.359123+00
46100,381,zu,"Ngiyavuma, kodwa ngaphansi kwesimo esisodwa kuphela",null,B,2026-02-19 20:52:07.359123+00
46101,381,zgh,"ⴰⵇⴱⵍⴻⵖ, ⵎⴰⵛⴰ ⴰⵙ ⴰⵏⴰⵎⴰⵙ ⵢⴰⵎⵎⴰⵙ",aqblegh macha as anamas yammas,B,2026-02-19 20:52:07.359123+00
46102,382,af,"Glimlag nou, huil later",null,B,2026-02-19 20:52:07.359123+00
46103,382,sq,"Buzëqesh tani, qaj më vonë",null,B,2026-02-19 20:52:07.359123+00
46104,382,am,አሁን ፈገግ በል በኋላ እንባ አፍስስ,ahun fegeg bel behwala enba afsis,B,2026-02-19 20:52:07.359123+00
46105,382,ar-EG,اضحك دلوقتي وعيط بعدين,edhak delwa'ti we'eyyat baʿdeen,B,2026-02-19 20:52:07.359123+00
46106,382,ar-AE,ابتسم الآن وابكِ لاحقًا,ibtasim al-an wabki lahiqan,B,2026-02-19 20:52:07.359123+00
46107,382,ar-IQ,ابتسم هسه وابچي بعدين,ibtasim hessa wabchi baʿdeen,B,2026-02-19 20:52:07.359123+00
46108,382,ar-LB,ابتسم هلّق وبكي بعدين,ibtasim hallaʾ webki baʿden,B,2026-02-19 20:52:07.359123+00
46109,382,ar-MA,ابتسم دابا وبكى من بعد,ibtasem daba wbki men baʿd,B,2026-02-19 20:52:07.359123+00
46110,382,ar,ابتسم الآن وابكِ لاحقًا,ibtasim al-an wabki lahiqan,B,2026-02-19 20:52:07.359123+00
46111,382,hy,"Հիմա ժպտա, հետո լաց եղիր",hima zhpta heto lats eghir,B,2026-02-19 20:52:07.359123+00
46112,382,ast,"Ríe agora, llora depués",null,B,2026-02-19 20:52:07.359123+00
46113,382,eu,"Irribarre egin orain, negar egin gero",null,B,2026-02-19 20:52:07.359123+00
46114,382,be,"Усміхайся цяпер, плач потым",usmikhaysya tsaper plach potym,B,2026-02-19 20:52:07.359123+00
46115,382,bn,"এখন হাসো, পরে কাঁদো",ekhon haso pore kando,B,2026-02-19 20:52:07.359123+00
46116,382,bs,"Smij se sada, plači kasnije",null,B,2026-02-19 20:52:07.359123+00
46117,382,br,"C’hoarzh bremañ, ouelañ diwezhatoc’h",null,B,2026-02-19 20:52:07.359123+00
46118,382,bg,"Усмихни се сега, плачи после",usmikhni se sega plachi posle,B,2026-02-19 20:52:07.359123+00
46119,382,my,အခု ပြုံးပါ နောက်မှ ငိုပါ,aku pyone ba nauk hma ngoi ba,B,2026-02-19 20:52:07.359123+00
46120,382,ca,"Somriu ara, plora després",null,B,2026-02-19 20:52:07.359123+00
46121,382,ceb,"Pahiyom karon, hilak unya",null,B,2026-02-19 20:52:07.359123+00
46122,382,co,"Surridi avà, pienghje dopu",null,B,2026-02-19 20:52:07.359123+00
46123,382,hr,"Smij se sada, plači kasnije",null,B,2026-02-19 20:52:07.359123+00
46124,382,cs,"Usmívej se teď, breč později",null,B,2026-02-19 20:52:07.359123+00
46125,382,da,"Smil nu, græd senere",null,B,2026-02-19 20:52:07.359123+00
46126,382,nl,"Lach nu, huil later",null,B,2026-02-19 20:52:07.359123+00
46127,382,en,"Smile now, cry later",null,B,2026-02-19 20:52:07.359123+00
46128,382,eo,"Ridu nun, ploru poste",null,B,2026-02-19 20:52:07.359123+00
46129,382,et,"Naerata nüüd, nuta hiljem",null,B,2026-02-19 20:52:07.359123+00
46130,382,fo,"Smílast nú, grátið seinni",null,B,2026-02-19 20:52:07.359123+00
46131,382,fil,"Ngumiti ngayon, umiyak mamaya",null,B,2026-02-19 20:52:07.359123+00
46132,382,fi,"Hymyile nyt, itke myöhemmin",null,B,2026-02-19 20:52:07.359123+00
46133,382,fr,"Souris maintenant, pleure plus tard",null,B,2026-02-19 20:52:07.359123+00
46134,382,fy,"Laitsje no, gûl letter",null,B,2026-02-19 20:52:07.359123+00
46135,382,gl,"Sorrí agora, chora despois",null,B,2026-02-19 20:52:07.359123+00
46136,382,ka,"გაიღიმე ახლა, იტირე მერე",gaigime akhla itire mere,B,2026-02-19 20:52:07.359123+00
46137,382,de,"Lächle jetzt, weine später",null,B,2026-02-19 20:52:07.359123+00
46138,382,el,"Χαμογέλα τώρα, κλάψε αργότερα",chamogela tora klapse argotera,B,2026-02-19 20:52:07.359123+00
46139,382,gu,"હમણાં સ્મિત કરો, પછી રડો",hamna smit karo pachi rado,B,2026-02-19 20:52:07.359123+00
46140,382,ht,"Souri kounye a, kriye pita",null,B,2026-02-19 20:52:07.359123+00
46141,382,ha,"Yi murmushi yanzu, ka yi kuka daga baya",yi murmushi yanzu ka yi kuka daga baya,B,2026-02-19 20:52:07.359123+00
46142,382,he,"תחייך עכשיו, תבכה אחר כך",tchayekh akhshav tivke akhar kakh,B,2026-02-19 20:52:07.359123+00
46143,382,hi,"अभी मुस्कुराओ, बाद में रोना",abhi muskurayo baad mein rona,B,2026-02-19 20:52:07.359123+00
46144,382,hu,"Mosolyogj most, sírj később",null,B,2026-02-19 20:52:07.359123+00
46145,382,is,"Brosaðu núna, gráttu seinna",null,B,2026-02-19 20:52:07.359123+00
46146,382,ig,"Mee ọchị ugbu a, kwaa ákwá mgbe e mesịrị",null,B,2026-02-19 20:52:07.359123+00
46147,382,ilo,"Agngisi ita, agsangit inton",null,B,2026-02-19 20:52:07.359123+00
46148,382,id,"Tersenyum sekarang, menangis nanti",null,B,2026-02-19 20:52:07.359123+00
46149,382,ga,"Gáire anois, caoin níos déanaí",null,B,2026-02-19 20:52:07.359123+00
46150,382,xh,"Ncuma ngoku, khalela kamva",null,B,2026-02-19 20:52:07.359123+00
46151,382,it,"Sorridi adesso, piangi dopo",null,B,2026-02-19 20:52:07.359123+00
46152,382,ja,今は笑って、あとで泣け,ima wa waratte atode nake,B,2026-02-19 20:52:07.359123+00
46153,382,jv,"Mesem saiki, nangis mengko",null,B,2026-02-19 20:52:07.359123+00
46154,382,kn,"ಈಗ ನಗು, ನಂತರ ಅಳು",iga nagu nantara aLu,B,2026-02-19 20:52:07.359123+00
46155,382,kk,"Қазір күл, кейін жыла",qazir kul keiin jyla,B,2026-02-19 20:52:07.359123+00
46156,382,km,ញញឹមឥឡូវ យំក្រោយ,nyom ilov yom kraoy,B,2026-02-19 20:52:07.359123+00
46157,382,rw,"Seka ubu, urire nyuma",null,B,2026-02-19 20:52:07.359123+00
46158,382,rn,"Seka ubu, urire hanyuma",null,B,2026-02-19 20:52:07.359123+00
46159,382,ko,지금 웃고 나중에 울어,jigeum utgo najunge ureo,B,2026-02-19 20:52:07.359123+00
46160,382,ku,"Naha bişirîne, paşê bigirî",null,B,2026-02-19 20:52:07.359123+00
46161,382,kmr,"Naha bişirîne, paşê bigirî",null,B,2026-02-19 20:52:07.359123+00
46162,382,lo,ຍິ້ມຕອນນີ້ ຮ້ອງໄຫ້ທີຫຼັງ,yim ton ni honghai thi lang,B,2026-02-19 20:52:07.359123+00
46163,382,la,"Ride nunc, postea plora",null,B,2026-02-19 20:52:07.359123+00
46164,382,lv,"Smaidi tagad, raudi vēlāk",null,B,2026-02-19 20:52:07.359123+00
46165,382,lt,"Šypsokis dabar, verk vėliau",null,B,2026-02-19 20:52:07.359123+00
